"custom_id","condition_number","condition","outcome_number","outcome","trial","prompt"
"c02_o08_t02",2,"Peer-review",8,"concern_mean",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate concern: mean of 3 items. Example item: How concerned are you about climate change?. Scale: 0–100."
"c02_o08_t03",2,"Peer-review",8,"concern_mean",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate concern: mean of 3 items. Example item: How concerned are you about climate change?. Scale: 0–100."
"c02_o08_t04",2,"Peer-review",8,"concern_mean",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate concern: mean of 3 items. Example item: How concerned are you about climate change?. Scale: 0–100."
"c02_o08_t05",2,"Peer-review",8,"concern_mean",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Climate concern: mean of 3 items. Example item: How concerned are you about climate change?. Scale: 0–100."
"c02_o09_t01",2,"Peer-review",9,"policy_general",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: General climate policy: How much do you oppose or support: ""The U.S. government should do more to reduce global warming"" Scale: 0–100."
"c02_o09_t02",2,"Peer-review",9,"policy_general",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: General climate policy: How much do you oppose or support: ""The U.S. government should do more to reduce global warming"" Scale: 0–100."
"c02_o09_t03",2,"Peer-review",9,"policy_general",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: General climate policy: How much do you oppose or support: ""The U.S. government should do more to reduce global warming"" Scale: 0–100."
"c02_o09_t04",2,"Peer-review",9,"policy_general",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: General climate policy: How much do you oppose or support: ""The U.S. government should do more to reduce global warming"" Scale: 0–100."
"c02_o09_t05",2,"Peer-review",9,"policy_general",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: General climate policy: How much do you oppose or support: ""The U.S. government should do more to reduce global warming"" Scale: 0–100."
"c02_o10_t01",2,"Peer-review",10,"policy_specific_mean",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Specific climate policy: mean of 7 items. Example item: How much do you support or oppose: Raising taxes on fossil fuels (e.g., gas, oil, coal). Scale: 0–100."
"c02_o10_t02",2,"Peer-review",10,"policy_specific_mean",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Specific climate policy: mean of 7 items. Example item: How much do you support or oppose: Raising taxes on fossil fuels (e.g., gas, oil, coal). Scale: 0–100."
"c02_o10_t03",2,"Peer-review",10,"policy_specific_mean",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Specific climate policy: mean of 7 items. Example item: How much do you support or oppose: Raising taxes on fossil fuels (e.g., gas, oil, coal). Scale: 0–100."
"c02_o10_t04",2,"Peer-review",10,"policy_specific_mean",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Specific climate policy: mean of 7 items. Example item: How much do you support or oppose: Raising taxes on fossil fuels (e.g., gas, oil, coal). Scale: 0–100."
"c02_o10_t05",2,"Peer-review",10,"policy_specific_mean",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Specific climate policy: mean of 7 items. Example item: How much do you support or oppose: Raising taxes on fossil fuels (e.g., gas, oil, coal). Scale: 0–100."
"c02_o11_t01",2,"Peer-review",11,"behavior_mean",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Pro-climate behavior: mean of 6 items. Example item: How likely are you to engage in the following in the next 12 months? — Eat less meat. Scale: 0–100."
"c02_o11_t02",2,"Peer-review",11,"behavior_mean",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Pro-climate behavior: mean of 6 items. Example item: How likely are you to engage in the following in the next 12 months? — Eat less meat. Scale: 0–100."
"c02_o11_t03",2,"Peer-review",11,"behavior_mean",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Pro-climate behavior: mean of 6 items. Example item: How likely are you to engage in the following in the next 12 months? — Eat less meat. Scale: 0–100."
"c02_o11_t04",2,"Peer-review",11,"behavior_mean",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Pro-climate behavior: mean of 6 items. Example item: How likely are you to engage in the following in the next 12 months? — Eat less meat. Scale: 0–100."
"c02_o11_t05",2,"Peer-review",11,"behavior_mean",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Pro-climate behavior: mean of 6 items. Example item: How likely are you to engage in the following in the next 12 months? — Eat less meat. Scale: 0–100."
"c02_o12_t01",2,"Peer-review",12,"donation_ams",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c02_o12_t02",2,"Peer-review",12,"donation_ams",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c02_o12_t03",2,"Peer-review",12,"donation_ams",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c02_o12_t04",2,"Peer-review",12,"donation_ams",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c02_o12_t05",2,"Peer-review",12,"donation_ams",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Donation to AMS: Of the $10 bonus, how much would you like to donate to the American Meteorological Society (AMS)? Scale: $0–10."
"c02_o13_t01",2,"Peer-review",13,"newsletter_signup",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c02_o13_t02",2,"Peer-review",13,"newsletter_signup",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c02_o13_t03",2,"Peer-review",13,"newsletter_signup",3,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c02_o13_t04",2,"Peer-review",13,"newsletter_signup",4,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c02_o13_t05",2,"Peer-review",13,"newsletter_signup",5,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: What makes climate science trustworthy is the process of independent peer-review.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Newsletter signup: Subscription to the ""Talking Climate"" newsletter, offered on an earlier survey page (recorded yes/no). Scale: 0 / 1."
"c03_o01_t01",3,"Measurement & modeling (1)",1,"trust_multidimensional",1,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Climate scientists use sophisticated measurement and computational modeling techniques to surveil climate and predict how it changes.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
"c03_o01_t02",3,"Measurement & modeling (1)",1,"trust_multidimensional",2,"You are asked to predict the results of a real experiment involving two conditions described below. Provide your best estimate of the exact average treatment effect of Condition 2 relative to Condition 1 on the dependent variable, expressed in percentage points of the dependent variable's full scale range. You must provide exactly one signed numeric value, with no range or uncertainty. A positive value means that Condition 2 produces a higher score than Condition 1, and a negative value means that Condition 2 produces a lower score. Return the estimate in the JSON field ate_pp and provide no other information.

Condition 1: Participants read one of three randomly assigned neutral, off-topic texts about the history of neckties, the rules of baseball, or different types of dance.

Condition 2: Climate scientists use sophisticated measurement and computational modeling techniques to surveil climate and predict how it changes.

Sample: Participants are recruited from a non-probability opt-in panel, quota-matched on age, gender, and race/ethnicity to the population of U.S. residents aged 18 or older, and pass a series of attention and bot-detection checks before treatment assignment.

Dependent Variable: Multidimensional trust (primary): mean of 12 items. Example item: How incompetent or competent are most climate scientists? (four subscales: competence, integrity, benevolence, openness; three items each). Scale: 0–100."
